Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A715816,Chula,11/10/2015 03:28:00 PM,11/10/2015 03:28:00 PM,2010 East Stassney Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Chocolate/Tan,Chula,11/15/2015 05:26:00 PM,11/15/2015 05:26:00 PM,11/10/2014,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Chocolate/Tan,0.0
A695371,*Sylvie,01/14/2015 03:57:00 PM,01/14/2015 03:57:00 PM,U.S. 290 & Abrahamson Rd in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Catahoula Mix,Yellow Brindle,*Sylvie,01/19/2015 12:36:00 PM,01/19/2015 12:36:00 PM,01/14/2014,Dog,Spayed Female,1 year,Catahoula Mix,Yellow Brindle,0.0
A687295,,09/03/2014 11:11:00 AM,09/03/2014 11:11:00 AM,400 Grove Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Labrador Retriever/German Shepherd,Black,,09/14/2014 12:24:00 PM,09/14/2014 12:24:00 PM,09/03/2011,Dog,Intact Male,3 years,Labrador Retriever/German Shepherd,Black,1.0
A738543,,11/17/2016 12:24:00 PM,11/17/2016 12:24:00 PM,1500 E 6Th St in Austin (TX),Stray,Sick,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue Tabby,,11/26/2016 11:05:00 AM,11/26/2016 11:05:00 AM,08/02/2016,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue Tabby,1.0
A703983,*Victoria,10/31/2015 05:19:00 PM,10/31/2015 05:19:00 PM,5704 Apple Orchard Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Carolina Dog Mix,Tan/White,*Victoria,12/27/2015 11:37:00 AM,12/27/2015 11:37:00 AM,07/01/2014,Dog,Spayed Female,1 year,Carolina Dog Mix,Tan/White,0.0
A754922,Scottie,07/26/2017 03:35:00 PM,07/26/2017 03:35:00 PM,Bilbrook Place And Sugarberry Lane in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby,Scottie,08/14/2017 07:23:00 PM,08/14/2017 07:23:00 PM,05/26/2017,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby,0.0
A733280,*Petunia,08/19/2016 04:17:00 PM,08/19/2016 04:17:00 PM,Canterbury Trls And Manchaca Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Jack Russell Terrier Mix,White/Brown,*Petunia,08/26/2016 02:21:00 PM,08/26/2016 02:21:00 PM,08/19/2014,Dog,Intact Female,2 years,Jack Russell Terrier Mix,White/Brown,0.0
A790321,Prince,03/08/2019 01:03:00 PM,03/08/2019 01:03:00 PM,Athens Street And Burton Street in Manor (TX),Stray,Normal,Dog,Intact Male,9 years,Miniature Schnauzer Mix,Black,Prince,03/10/2019 05:37:00 PM,03/10/2019 05:37:00 PM,03/10/2010,Dog,Intact Male,9 years,Miniature Schnauzer Mix,Black,0.0
A666328,,10/30/2013 12:34:00 PM,10/30/2013 12:34:00 PM,6802 Viewing Pl in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,,11/10/2013 06:33:00 PM,11/10/2013 06:33:00 PM,08/30/2013,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A681921,*Ben,06/21/2014 03:35:00 PM,06/21/2014 03:35:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 months,Labrador Retriever/Pit Bull,Brown Brindle/White,*Ben,07/04/2014 06:41:00 PM,07/04/2014 06:41:00 PM,01/21/2014,Dog,Neutered Male,5 months,Labrador Retriever/Pit Bull,Brown Brindle/White,0.0
A673201,Rusty,02/20/2014 10:38:00 AM,02/20/2014 10:38:00 AM,300 E Rundberg in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Pit Bull Mix,Brown Brindle/White,Rusty,04/06/2014 06:06:00 PM,04/06/2014 06:06:00 PM,09/20/2013,Dog,Neutered Male,6 months,Pit Bull Mix,Brown Brindle/White,0.0
A776495,Roxie,07/14/2018 03:06:00 PM,07/14/2018 03:06:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Staffordshire Mix,Black/White,Roxie,08/21/2018 11:58:00 AM,08/21/2018 11:58:00 AM,07/14/2012,Dog,Spayed Female,6 years,Staffordshire Mix,Black/White,0.0
A705500,*Lola,06/18/2015 11:29:00 AM,06/18/2015 11:29:00 AM,Capistrano Trl And Stormy Ridge Rd in Austin (TX),Stray,Sick,Dog,Intact Female,2 years,German Shepherd Mix,Tan/Black,*Lola,06/23/2015 06:15:00 PM,06/23/2015 06:15:00 PM,06/18/2013,Dog,Spayed Female,2 years,German Shepherd Mix,Tan/Black,0.0
A681310,Nestle,08/05/2014 11:30:00 AM,08/05/2014 11:30:00 AM,2809 Parker Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Finnish Spitz Mix,Brown/Tan,Nestle,08/06/2014 05:43:00 PM,08/06/2014 05:43:00 PM,06/14/2013,Dog,Intact Male,1 year,Finnish Spitz Mix,Brown/Tan,0.0
A680551,,06/04/2014 11:09:00 AM,06/04/2014 11:09:00 AM,1413 North Weston Lance in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue/White,,06/20/2014 06:05:00 PM,06/20/2014 06:05:00 PM,04/12/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue/White,0.0
A768445,Prince,03/19/2018 07:04:00 PM,03/19/2018 07:04:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,6 years,Pit Bull Mix,Blue,Prince,05/03/2018 06:03:00 PM,05/03/2018 06:03:00 PM,03/19/2012,Dog,Neutered Male,6 years,Pit Bull Mix,Blue,0.0
A692564,Zoltan,11/22/2014 05:42:00 PM,11/22/2014 05:42:00 PM,722 S 1St St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Jack Russell Terrier/Australian Cattle Dog,Brown/White,Zoltan,11/23/2014 11:22:00 AM,11/23/2014 11:22:00 AM,05/22/2012,Dog,Intact Male,2 years,Jack Russell Terrier/Australian Cattle Dog,Brown/White,0.0
A802941,Quincy,08/25/2019 10:29:00 AM,08/25/2019 10:29:00 AM,4550 Mueller in Austin (TX),Stray,Normal,Dog,Neutered Male,12 years,Yorkshire Terrier,Brown,Quincy,08/25/2019 02:19:00 PM,08/25/2019 02:19:00 PM,08/25/2007,Dog,Neutered Male,12 years,Yorkshire Terrier,Brown,0.0
A714178,Scotty,10/19/2015 12:09:00 PM,10/19/2015 12:09:00 PM,Park Village Dr And Rutland Dr in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Scottish Terrier Mix,Black,Scotty,10/24/2015 05:46:00 PM,10/24/2015 05:46:00 PM,02/19/2015,Dog,Neutered Male,8 months,Scottish Terrier Mix,Black,0.0
A700968,,04/21/2015 08:14:00 PM,04/21/2015 08:14:00 PM,600 W. 26Th in Austin (TX),Wildlife,Normal,Other,Unknown,5 months,Bat,Brown,,04/22/2015 08:01:00 AM,04/22/2015 08:01:00 AM,10/21/2014,Other,Unknown,6 months,Bat,Brown,1.0
A700959,Giselle,04/21/2015 05:37:00 PM,04/21/2015 05:37:00 PM,9300 Northgate Apt 219 in Austin (TX),Stray,Nursing,Cat,Intact Female,3 years,Domestic Shorthair Mix,Brown Tabby/White,Giselle,11/24/2015 05:49:00 PM,11/24/2015 05:49:00 PM,04/21/2012,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A678904,*South,05/14/2014 02:09:00 PM,05/14/2014 02:09:00 PM,Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Labrador Retriever/Australian Shepherd,Black/White,*South,07/09/2014 04:40:00 PM,07/09/2014 04:40:00 PM,05/14/2014,Dog,Spayed Female,1 month,Labrador Retriever/Australian Shepherd,Black/White,0.0
A758652,Diogi,12/13/2017 10:29:00 AM,12/13/2017 10:29:00 AM,Creek Bend Drive And Dove Springs Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Catahoula/Harrier,Tan/White,Diogi,12/13/2017 04:11:00 PM,12/13/2017 04:11:00 PM,09/19/2015,Dog,Neutered Male,2 years,Catahoula/Harrier,Tan/White,0.0
A707658,*Mint,07/15/2015 05:43:00 PM,07/15/2015 05:43:00 PM,6118 Fairway in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black/White,*Mint,08/19/2015 05:59:00 PM,08/19/2015 05:59:00 PM,06/15/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,0.0
A743182,Charlie,02/05/2017 01:19:00 PM,02/05/2017 01:19:00 PM,7001 S. Congress Ave in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Standard Poodle,Black,Charlie,02/06/2017 01:45:00 PM,02/06/2017 01:45:00 PM,06/01/2015,Dog,Intact Male,1 year,Standard Poodle,Black,0.0
A703247,,05/22/2015 11:43:00 AM,05/22/2015 11:43:00 AM,6005 Signal Point in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,,05/23/2015 09:00:00 AM,05/23/2015 09:00:00 AM,03/22/2013,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,0.0
A708496,*Stella,07/28/2015 01:55:00 PM,07/28/2015 01:55:00 PM,824 Fairfield Dr in Austin (TX),Stray,Nursing,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,*Stella,11/19/2015 05:57:00 PM,11/19/2015 05:57:00 PM,07/28/2013,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A671822,*Milo,04/05/2016 05:46:00 PM,04/05/2016 05:46:00 PM,Austin (TX),Owner Surrender,Aged,Dog,Neutered Male,10 years,German Shepherd Mix,Black/Tan,*Milo,10/11/2016 10:03:00 AM,10/11/2016 10:03:00 AM,01/31/2006,Dog,Neutered Male,10 years,German Shepherd Mix,Black/Tan,0.0
A808644,*Isadora,11/11/2019 03:12:00 PM,11/11/2019 03:12:00 PM,5810 Burleson Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Catahoula,Brown/White,*Isadora,11/25/2019 06:46:00 PM,11/25/2019 06:46:00 PM,11/11/2017,Dog,Spayed Female,2 years,Catahoula,Brown/White,0.0
A690567,,10/22/2014 03:20:00 PM,10/22/2014 03:20:00 PM,9702 Swansons Ranch Rd in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,,10/22/2014 05:40:00 PM,10/22/2014 05:40:00 PM,09/30/2014,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,0.0
A755042,,07/28/2017 12:54:00 PM,07/28/2017 12:54:00 PM,11908 Anderson Mil in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black,,07/31/2017 07:06:00 PM,07/31/2017 07:06:00 PM,03/28/2017,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black,0.0
A730332,Max,07/02/2016 12:12:00 PM,07/02/2016 12:12:00 PM,7709 Manchaca Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Labrador Retriever Mix,White,Max,09/27/2016 04:55:00 PM,09/27/2016 04:55:00 PM,08/24/2012,Dog,Neutered Male,4 years,Labrador Retriever Mix,White,0.0
A783157,,10/26/2018 11:09:00 AM,10/26/2018 11:09:00 AM,Austin (TX),Owner Surrender,Nursing,Dog,Intact Male,0 years,Miniature Schnauzer/Yorkshire Terrier,Tan,,01/06/2019 04:39:00 PM,01/06/2019 04:39:00 PM,10/26/2018,Dog,Neutered Male,2 months,Miniature Schnauzer/Yorkshire Terrier,Tan,0.0
A670631,,01/11/2014 12:28:00 PM,01/11/2014 12:28:00 PM,N Lamar And Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chinese Sharpei,Tan,,01/18/2014 04:00:00 PM,01/18/2014 04:00:00 PM,01/11/2013,Dog,Intact Female,1 year,Chinese Sharpei,Tan,1.0
A702183,Riley,05/10/2015 12:54:00 PM,05/10/2015 12:54:00 PM,5006 Acorn Grove Ct in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown,Riley,05/26/2015 07:24:00 PM,05/26/2015 07:24:00 PM,05/10/2013,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown,0.0
A775479,Abby,07/02/2018 04:08:00 PM,07/02/2018 04:08:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Dachshund Mix,Black/White,Abby,07/04/2018 01:20:00 PM,07/04/2018 01:20:00 PM,07/04/2015,Dog,Spayed Female,3 years,Dachshund Mix,Black/White,0.0
A782719,*Mable,10/20/2018 11:14:00 AM,10/20/2018 11:14:00 AM,Palmer Lane And Dessau Road in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Labrador Retriever Mix,Black,*Mable,01/18/2019 05:28:00 PM,01/18/2019 05:28:00 PM,01/13/2011,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black,0.0
A753083,*Gordon,07/01/2017 01:08:00 PM,07/01/2017 01:08:00 PM,12418 Fitzhugh in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,*Gordon,07/11/2017 03:29:00 PM,07/11/2017 03:29:00 PM,05/17/2017,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,0.0
A718738,,01/06/2016 11:04:00 AM,01/06/2016 11:04:00 AM,Quarter Horse And Tanglebriar Trail in Austin (TX),Stray,Normal,Dog,Intact Female,12 years,Labrador Retriever Mix,Yellow,,01/17/2016 06:01:00 PM,01/17/2016 06:01:00 PM,01/06/2004,Dog,Intact Female,12 years,Labrador Retriever Mix,Yellow,1.0
A673623,Shtinker,02/28/2014 01:46:00 PM,02/28/2014 01:46:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White/Brown,Shtinker,03/09/2014 12:13:00 PM,03/09/2014 12:13:00 PM,02/27/2011,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White/Brown,0.0
A723174,,03/28/2016 10:42:00 AM,03/28/2016 10:42:00 AM,2509 Ashdale Dr in Austin (TX),Wildlife,Sick,Other,Unknown,5 months,Raccoon,Brown,,03/30/2016 10:15:00 AM,03/30/2016 10:15:00 AM,09/28/2015,Other,Unknown,6 months,Raccoon,Brown,1.0
A798867,,07/01/2019 03:08:00 PM,07/01/2019 03:08:00 PM,13001 Center Lake Drive in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby,,07/06/2019 02:53:00 PM,07/06/2019 02:53:00 PM,04/01/2019,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby,0.0
A552342,Passion,01/03/2014 01:59:00 PM,01/03/2014 01:59:00 PM,5005 Bundyhill in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Cocker Spaniel,Black,Passion,01/06/2014 05:23:00 PM,01/06/2014 05:23:00 PM,04/16/2009,Dog,Spayed Female,4 years,Cocker Spaniel,Black,0.0
A633943,Chalky,01/21/2014 03:28:00 PM,01/21/2014 03:28:00 PM,11913 Leda Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Miniature Pinscher Mix,Brown,Chalky,02/07/2014 06:28:00 PM,02/07/2014 06:28:00 PM,08/03/2009,Dog,Neutered Male,4 years,Miniature Pinscher Mix,Brown,0.0
A688667,,09/22/2014 11:14:00 AM,09/22/2014 11:14:00 AM,6300 Blk 1327 in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Black,,10/02/2014 02:40:00 PM,10/02/2014 02:40:00 PM,07/22/2014,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black,0.0
A792663,Toby,04/13/2019 04:31:00 PM,04/13/2019 04:31:00 PM,San Chisolm in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky,Red/Buff,Toby,04/25/2019 06:26:00 PM,04/25/2019 06:26:00 PM,04/13/2017,Dog,Neutered Male,2 years,Siberian Husky,Red/Buff,0.0
A726264,,05/09/2016 12:01:00 AM,05/09/2016 12:01:00 AM,Cromwell in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Cream Tabby,,05/13/2016 05:25:00 PM,05/13/2016 05:25:00 PM,03/09/2016,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Cream Tabby,0.0
A710466,Jade,08/23/2015 01:36:00 PM,08/23/2015 01:36:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Siberian Husky Mix,Sable,Jade,08/28/2015 11:37:00 AM,08/28/2015 11:37:00 AM,08/23/2010,Dog,Spayed Female,5 years,Siberian Husky Mix,Sable,0.0
A688785,,09/23/2014 06:38:00 PM,09/23/2014 06:38:00 PM,4812 Nuckols Crossing in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog Mix,Brown/White,,09/30/2014 08:16:00 AM,09/30/2014 08:16:00 AM,09/23/2012,Dog,Intact Male,2 years,American Bulldog Mix,Brown/White,1.0
A711115,Brave,09/02/2015 12:02:00 PM,09/02/2015 12:02:00 PM,13304 Wright Rd in Travis (TX),Stray,Normal,Dog,Intact Male,2 months,Black Mouth Cur/Catahoula,Black Brindle/White,Brave,09/06/2015 05:30:00 PM,09/06/2015 05:30:00 PM,06/17/2015,Dog,Neutered Male,2 months,Black Mouth Cur/Catahoula,Black Brindle/White,0.0
A748332,,05/01/2017 06:01:00 PM,05/01/2017 06:01:00 PM,1105 Brookwood in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black Tabby,,06/29/2017 08:12:00 AM,06/29/2017 08:12:00 AM,04/09/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black Tabby,0.0
A792617,Guero,04/12/2019 04:25:00 PM,04/12/2019 04:25:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Jack Russell Terrier Mix,White/Brown,Guero,08/31/2019 02:05:00 PM,08/31/2019 02:05:00 PM,04/12/2016,Dog,Neutered Male,3 years,Jack Russell Terrier Mix,White/Brown,0.0
A698020,Scooby,03/04/2015 05:54:00 PM,03/04/2015 05:54:00 PM,Bannock Ln And Rosborogh Dr in Austin (TX),Stray,Sick,Dog,Intact Male,9 months,Chihuahua Shorthair/Rat Terrier,White/Black,Scooby,03/15/2015 05:30:00 PM,03/15/2015 05:30:00 PM,05/04/2014,Dog,Neutered Male,10 months,Chihuahua Shorthair/Rat Terrier,White/Black,0.0
A684488,Mikey,09/14/2014 12:13:00 PM,09/14/2014 12:13:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Australian Shepherd/Pit Bull,Black Brindle/White,Mikey,09/24/2014 12:56:00 PM,09/24/2014 12:56:00 PM,07/24/2012,Dog,Neutered Male,2 years,Australian Shepherd/Pit Bull,Black Brindle/White,0.0
A604708,Red,01/22/2016 04:31:00 PM,01/22/2016 04:31:00 PM,5017 Us 290 in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Pit Bull Mix,Brown/White,Red,01/24/2016 03:02:00 PM,01/24/2016 03:02:00 PM,11/13/2010,Dog,Neutered Male,5 years,Pit Bull Mix,Brown/White,0.0
A679963,*Greta,05/28/2014 01:14:00 PM,05/28/2014 01:14:00 PM,7125 Howerington Cir in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,*Greta,09/08/2014 04:23:00 PM,09/08/2014 04:23:00 PM,04/22/2014,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black,0.0
A772572,*Auggie,05/21/2018 01:06:00 PM,05/21/2018 01:06:00 PM,Stonelake Boulevard And Capitol Of Texas Highway in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Boxer/Australian Kelpie,Tan/White,*Auggie,05/30/2018 05:40:00 PM,05/30/2018 05:40:00 PM,08/21/2017,Dog,Neutered Male,9 months,Boxer/Australian Kelpie,Tan/White,0.0
A706337,,06/27/2015 03:40:00 PM,06/27/2015 03:40:00 PM,4703 Crest Oak in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Siamese Mix,Seal Point,,06/28/2015 09:00:00 AM,06/28/2015 09:00:00 AM,12/27/2014,Cat,Intact Female,6 months,Siamese Mix,Seal Point,0.0
A781316,,09/27/2018 12:27:00 PM,09/27/2018 12:27:00 PM,2101 South Lakeline Boulevard in Cedar Park (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Black Tabby,,10/01/2018 06:42:00 PM,10/01/2018 06:42:00 PM,07/27/2018,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black Tabby,0.0
A664681,Pooffy,10/08/2013 12:27:00 PM,10/08/2013 12:27:00 PM,900 Cumberland #B in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,White/Brown,Pooffy,10/20/2013 02:09:00 PM,10/20/2013 02:09:00 PM,10/07/2011,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,White/Brown,0.0
A704669,,06/07/2015 03:31:00 PM,06/07/2015 03:31:00 PM,Burns St And Lamar Pl in Austin (TX),Stray,Normal,Cat,Unknown,3 months,Domestic Shorthair Mix,Brown Tabby,,06/08/2015 10:47:00 AM,06/08/2015 10:47:00 AM,03/07/2015,Cat,Unknown,3 months,Domestic Shorthair Mix,Brown Tabby,1.0
A669455,*Juneau,12/21/2013 10:52:00 AM,12/21/2013 10:52:00 AM,Holly St in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Rat Terrier/Pit Bull,Tricolor,*Juneau,01/04/2014 04:57:00 PM,01/04/2014 04:57:00 PM,12/21/2011,Dog,Spayed Female,2 years,Rat Terrier/Pit Bull,Tricolor,0.0
A687130,,09/01/2014 09:07:00 AM,09/01/2014 09:07:00 AM,1054 Springdale Blvd. in Austin (TX),Stray,Normal,Dog,Intact Female,1 week,Labrador Retriever Mix,Brown/Black,,09/01/2014 11:47:00 AM,09/01/2014 11:47:00 AM,08/25/2014,Dog,Intact Female,1 week,Labrador Retriever Mix,Brown/Black,0.0
A773229,*Ethel,05/29/2018 01:26:00 PM,05/29/2018 01:26:00 PM,13925 Rector Loop in Manor (TX),Stray,Normal,Dog,Intact Female,2 days,Anatol Shepherd Mix,Chocolate/White,*Ethel,07/18/2018 05:03:00 PM,07/18/2018 05:03:00 PM,05/27/2018,Dog,Intact Female,1 month,Anatol Shepherd Mix,Chocolate/White,0.0
A661627,Oreo,01/06/2014 04:16:00 PM,01/06/2014 04:16:00 PM,Kramer And Metric Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,8 months,Labrador Retriever/German Shepherd,Chocolate,Oreo,01/07/2014 11:19:00 AM,01/07/2014 11:19:00 AM,04/22/2013,Dog,Neutered Male,8 months,Labrador Retriever/German Shepherd,Chocolate,0.0
A719577,*Waylon,01/22/2016 06:23:00 PM,01/22/2016 06:23:00 PM,9315 Northgate Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,8 months,Domestic Shorthair Mix,Black/White,*Waylon,02/06/2016 06:25:00 PM,02/06/2016 06:25:00 PM,05/22/2015,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Black/White,0.0
A460630,*Libby,05/15/2016 08:11:00 AM,05/15/2016 08:11:00 AM,2200 Quicksilver in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Miniature Poodle,White,*Libby,05/22/2016 04:50:00 PM,05/22/2016 04:50:00 PM,06/12/2006,Dog,Spayed Female,9 years,Miniature Poodle,White,0.0
A561980,Toby,04/11/2016 12:33:00 PM,04/11/2016 12:33:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Chihuahua Shorthair,Blue/White,Toby,04/12/2016 04:14:00 PM,04/12/2016 04:14:00 PM,06/02/2009,Dog,Neutered Male,6 years,Chihuahua Shorthair,Blue/White,0.0
A752633,,06/25/2017 12:27:00 PM,06/25/2017 12:27:00 PM,815 W Slaughter Ln in Austin (TX),Stray,Normal,Cat,Intact Male,5 weeks,Domestic Longhair Mix,Black,,07/08/2017 04:27:00 PM,07/08/2017 04:27:00 PM,05/21/2017,Cat,Intact Male,1 month,Domestic Longhair Mix,Black,1.0
A737113,Cassidy,10/22/2016 01:36:00 PM,10/22/2016 01:36:00 PM,6934 E Ben White Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Siamese Mix,Seal Point,Cassidy,10/22/2016 06:24:00 PM,10/22/2016 06:24:00 PM,10/22/2014,Cat,Intact Female,2 years,Siamese Mix,Seal Point,0.0
A779161,*Finn,08/26/2018 03:13:00 PM,08/26/2018 03:13:00 PM,2222 And City Park Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,American Bulldog Mix,White/Brown Brindle,*Finn,10/10/2018 08:16:00 AM,10/10/2018 08:16:00 AM,07/15/2018,Dog,Neutered Male,2 months,American Bulldog Mix,White/Brown Brindle,0.0
A756208,Kylo,08/15/2017 04:49:00 PM,08/15/2017 04:49:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby,Kylo,09/15/2017 12:34:00 PM,09/15/2017 12:34:00 PM,04/15/2017,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby,0.0
A764077,Honey,12/21/2017 11:07:00 AM,12/21/2017 11:07:00 AM,1201 Barbara Jordan Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd/Border Collie,Tricolor,Honey,12/29/2017 04:31:00 PM,12/29/2017 04:31:00 PM,06/21/2016,Dog,Spayed Female,1 year,German Shepherd/Border Collie,Tricolor,0.0
A664697,Jezzabelle,10/07/2013 05:45:00 PM,10/07/2013 05:45:00 PM,9814 Rodriguez Rd in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Border Terrier Mix,White/Tan,Jezzabelle,10/24/2013 12:52:00 PM,10/24/2013 12:52:00 PM,06/07/2013,Dog,Spayed Female,4 months,Border Terrier Mix,White/Tan,0.0
A717775,,12/14/2015 04:35:00 PM,12/14/2015 04:35:00 PM,6206 Langham in Austin (TX),Stray,Injured,Cat,Intact Female,5 years,Domestic Shorthair Mix,Black,,12/16/2015 12:59:00 PM,12/16/2015 12:59:00 PM,12/14/2010,Cat,Intact Female,5 years,Domestic Shorthair Mix,Black,0.0
A748056,Susana,04/28/2017 01:05:00 PM,04/28/2017 01:05:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Miniature Pinscher,Black/Brown,Susana,04/28/2017 06:00:00 PM,04/28/2017 06:00:00 PM,04/28/2013,Dog,Spayed Female,4 years,Miniature Pinscher,Black/Brown,0.0
A733758,,08/26/2016 04:12:00 PM,08/26/2016 04:12:00 PM,609 W Lynn St #1 in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Raccoon Mix,Gray,,08/28/2016 09:01:00 AM,08/28/2016 09:01:00 AM,08/26/2015,Other,Unknown,1 year,Raccoon Mix,Gray,1.0
