Animal ID,Name_Intake,DateTime_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Breed_Intake,Color_Intake,DateTime_Outcome,Date of Birth,Sex upon Outcome,binary_outcome,Age Outcome,Age Intake
A664681,Pooffy,2013-10-08 12:27:00,900 Cumberland #B in Austin (TX),Public Assist,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,White/Brown,2013-10-20 14:09:00,2011-10-07 00:00:00,Intact Female,positive,744,732
A704669,,2015-06-07 15:31:00,Burns St And Lamar Pl in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,2015-06-08 10:47:00,2015-03-07 00:00:00,Unknown,negative,93,92
A669455,*Juneau,2013-12-21 10:52:00,Holly St in Austin (TX),Stray,Normal,Dog,Spayed Female,Rat Terrier/Pit Bull,Tricolor,2014-01-04 16:57:00,2011-12-21 00:00:00,Spayed Female,positive,745,731
A687130,,2014-09-01 09:07:00,1054 Springdale Blvd. in Austin (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever Mix,Brown/Black,2014-09-01 11:47:00,2014-08-25 00:00:00,Intact Female,positive,7,7
A773229,*Ethel,2018-05-29 13:26:00,13925 Rector Loop in Manor (TX),Stray,Normal,Dog,Intact Female,Anatol Shepherd Mix,Chocolate/White,2018-07-18 17:03:00,2018-05-27 00:00:00,Intact Female,positive,52,2
A661627,Oreo,2014-01-06 16:16:00,Kramer And Metric Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,Labrador Retriever/German Shepherd,Chocolate,2014-01-07 11:19:00,2013-04-22 00:00:00,Neutered Male,positive,260,259
A719577,*Waylon,2016-01-22 18:23:00,9315 Northgate Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,2016-02-06 18:25:00,2015-05-22 00:00:00,Neutered Male,positive,260,245
A460630,*Libby,2016-05-15 08:11:00,2200 Quicksilver in Austin (TX),Stray,Normal,Dog,Spayed Female,Miniature Poodle,White,2016-05-22 16:50:00,2006-06-12 00:00:00,Spayed Female,positive,3632,3625
A561980,Toby,2016-04-11 12:33:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Chihuahua Shorthair,Blue/White,2016-04-12 16:14:00,2009-06-02 00:00:00,Neutered Male,positive,2506,2505
A752633,,2017-06-25 12:27:00,815 W Slaughter Ln in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Longhair Mix,Black,2017-07-08 16:27:00,2017-05-21 00:00:00,Intact Male,negative,48,35
A737113,Cassidy,2016-10-22 13:36:00,6934 E Ben White Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,Siamese Mix,Seal Point,2016-10-22 18:24:00,2014-10-22 00:00:00,Intact Female,positive,731,731
A779161,*Finn,2018-08-26 15:13:00,2222 And City Park Drive in Austin (TX),Stray,Normal,Dog,Intact Male,American Bulldog Mix,White/Brown Brindle,2018-10-10 08:16:00,2018-07-15 00:00:00,Neutered Male,positive,87,42
A756208,Kylo,2017-08-15 16:49:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,2017-09-15 12:34:00,2017-04-15 00:00:00,Neutered Male,positive,153,122
A764077,Honey,2017-12-21 11:07:00,1201 Barbara Jordan Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,German Shepherd/Border Collie,Tricolor,2017-12-29 16:31:00,2016-06-21 00:00:00,Spayed Female,positive,556,548
A664697,Jezzabelle,2013-10-07 17:45:00,9814 Rodriguez Rd in Austin (TX),Stray,Normal,Dog,Intact Female,Border Terrier Mix,White/Tan,2013-10-24 12:52:00,2013-06-07 00:00:00,Spayed Female,positive,139,122
A717775,,2015-12-14 16:35:00,6206 Langham in Austin (TX),Stray,Injured,Cat,Intact Female,Domestic Shorthair Mix,Black,2015-12-16 12:59:00,2010-12-14 00:00:00,Intact Female,positive,1828,1826
A748056,Susana,2017-04-28 13:05:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Miniature Pinscher,Black/Brown,2017-04-28 18:00:00,2013-04-28 00:00:00,Spayed Female,positive,1461,1461
A733758,,2016-08-26 16:12:00,609 W Lynn St #1 in Austin (TX),Wildlife,Normal,Other,Unknown,Raccoon Mix,Gray,2016-08-28 09:01:00,2015-08-26 00:00:00,Unknown,negative,368,366
A710678,Mocha,2015-08-26 11:00:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Domestic Longhair Mix,Tortie,2015-10-18 17:08:00,2007-08-26 00:00:00,Spayed Female,positive,2975,2922
A711580,Tom,2015-09-09 11:15:00,14811 Bescott Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2015-10-24 15:03:00,2015-08-02 00:00:00,Neutered Male,positive,83,38
A747533,,2017-04-21 07:34:00,1001 Nimbus Dr in Pflugerville (TX),Stray,Nursing,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/Black,2017-04-21 13:53:00,2017-04-06 00:00:00,Intact Male,positive,15,15
A688498,Sebastian,2014-09-20 11:56:00,Picadilly And Grand Ave Pkwy in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,Yorkshire Terrier Mix,Silver/Tan,2014-09-26 12:10:00,2013-03-20 00:00:00,Neutered Male,positive,555,549
A751821,,2017-06-13 14:27:00,Old Lockhart Hwy And Thaxton Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Longhair Mix,White/Brown,2017-06-17 18:26:00,2015-06-13 00:00:00,Neutered Male,positive,735,731
A685073,Chase,2014-08-01 17:37:00,Barton Springs And Sterzing St in Austin (TX),Stray,Normal,Dog,Neutered Male,Dachshund Mix,Tricolor,2014-08-01 18:53:00,2005-01-01 00:00:00,Neutered Male,positive,3499,3499
A735819,Tom,2016-09-29 19:05:00,13424 Wagon Way in Travis (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,2016-09-30 09:00:00,2015-09-29 00:00:00,Intact Male,positive,367,366
A598741,Bella,2013-12-21 13:53:00,3500 N Capital Of Texas Hwy in Austin (TX),Stray,Normal,Dog,Spayed Female,Chihuahua Shorthair,Black/Tan,2013-12-23 18:11:00,2008-04-23 00:00:00,Spayed Female,positive,2070,2068
A680222,,2014-05-31 10:27:00,4711 Hudson Bend Rd in Austin (TX),Stray,Injured,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,2014-05-31 10:37:00,2014-05-28 00:00:00,Unknown,negative,3,3
A806381,,2019-10-09 18:24:00,2306 West Howard Lane in Austin (TX),Stray,Normal,Dog,Intact Male,Siberian Husky,Black/White,2019-10-15 15:58:00,2016-10-09 00:00:00,Neutered Male,positive,1101,1095
A764750,,2018-01-05 15:03:00,1300 Blk 51 Street in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Torbie/White,2018-01-12 16:29:00,2017-09-05 00:00:00,Spayed Female,positive,129,122
A730086,,2016-06-28 11:20:00,Montopolis Dr & E Riverside Dr in Austin (TX),Stray,Normal,Dog,Intact Male,Maltese Mix,White,2016-07-02 17:53:00,2015-06-28 00:00:00,Neutered Male,positive,370,366
A775000,Mack,2018-06-23 11:06:00,4211 South Lamar in Austin (TX),Stray,Normal,Dog,Neutered Male,Staffordshire Mix,Brown Brindle/White,2018-06-23 16:59:00,2011-06-23 00:00:00,Neutered Male,positive,2557,2557
A796898,Lexie,2019-06-06 22:05:00,6200 Loyola Ln in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Longhair Mix,Tan,2019-06-11 11:12:00,2019-01-10 00:00:00,Spayed Female,positive,152,147
A715029,Rex,2015-10-30 15:41:00,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Dog,Neutered Male,German Shepherd Mix,Black/Brown,2015-10-31 18:04:00,2014-10-30 00:00:00,Neutered Male,positive,366,365
A733473,*Spike,2016-08-22 12:50:00,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,White/Black,2016-10-02 14:27:00,2016-06-30 00:00:00,Neutered Male,positive,94,53
A809137,,2019-11-19 12:41:00,9301 Hog Eye Lane in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair,Brown Tabby,2019-11-24 10:08:00,2019-06-19 00:00:00,Unknown,positive,158,153
A681856,Gordo,2014-06-26 11:25:00,5300 Overbrook in Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/White,2014-06-26 08:58:00,2011-12-21 00:00:00,Neutered Male,positive,918,918
A721672,,2016-03-02 10:18:00,1412 Ransom St in Travis (TX),Stray,Sick,Cat,Unknown,Domestic Medium Hair Mix,Blue,2016-03-06 19:09:00,2011-03-02 00:00:00,Unknown,negative,1831,1827
A698980,Eddie,2015-03-20 14:26:00,6109 Conti Ct in Austin (TX),Stray,Normal,Dog,Neutered Male,Chihuahua Shorthair/Cardigan Welsh Corgi,Tan/White,2015-05-03 17:07:00,2011-03-20 00:00:00,Neutered Male,positive,1505,1461
A776901,*Baxter,2018-07-20 15:56:00,5510 S Ih 35 Sr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2018-08-22 10:45:00,2018-06-20 00:00:00,Neutered Male,positive,63,30
A762331,Luna,2017-11-18 13:58:00,St Johns And Cameron Road in Austin (TX),Stray,Normal,Dog,Intact Female,Siberian Husky Mix,Tan/White,2017-11-18 15:51:00,2015-11-18 00:00:00,Intact Female,positive,731,731
A777932,Rey,2018-09-29 17:28:00,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,German Shepherd Mix,Black/White,2018-09-30 15:07:00,2018-06-18 00:00:00,Spayed Female,positive,104,103
A689938,Meow,2014-10-16 07:49:00,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,2014-10-18 18:15:00,2014-01-11 00:00:00,Neutered Male,positive,280,278
A790837,,2019-03-17 14:36:00,14014 Thermal Drive in Austin (TX),Stray,Normal,Dog,Intact Male,German Shepherd Mix,Tan/Black,2019-03-21 16:41:00,2019-01-24 00:00:00,Neutered Male,positive,56,52
A725415,,2016-04-28 23:38:00,6201 Berkman Dr in Austin (TX),Stray,Injured,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,2016-05-01 14:00:00,2006-04-29 00:00:00,Neutered Male,positive,3655,3652
A727218,Luna,2016-05-27 11:02:00,Bluff Spring Rd in Austin (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever/Beagle,Brown/White,2016-05-31 17:48:00,2015-05-19 00:00:00,Spayed Female,positive,378,374
A767711,,2018-03-05 16:51:00,Austin (TX),Wildlife,Sick,Other,Unknown,Bat Mix,Black,2018-03-08 14:39:00,2016-03-05 00:00:00,Unknown,negative,733,730
A708213,,2015-07-24 13:05:00,20400 Cordill Ln in Travis (TX),Wildlife,Sick,Other,Unknown,Raccoon Mix,Gray,2015-07-24 13:41:00,2014-07-24 00:00:00,Unknown,negative,365,365
A765537,Godzilla,2018-01-22 11:55:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Longhair Mix,White/Brown Tabby,2018-07-02 17:22:00,2014-01-22 00:00:00,Neutered Male,positive,1622,1461
A765260,Zeus,2018-12-13 19:16:00,Mansell Avenue And Bolm Road in Austin (TX),Stray,Normal,Dog,Intact Male,German Shepherd,Black/Brown,2018-12-14 12:53:00,2016-05-16 00:00:00,Intact Male,positive,942,941
A768701,Boomer,2018-03-23 16:36:00,Highway 71 And Ranch Road 620 in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Brown Brindle/White,2018-03-30 18:59:00,2016-03-23 00:00:00,Neutered Male,positive,737,730
A777104,,2018-07-23 14:59:00,San Felipe in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,2018-07-23 15:37:00,2017-07-23 00:00:00,Unknown,negative,365,365
A807967,Luna,2019-11-02 12:03:00,11404 Walnut Ridge Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,White/Black,2019-11-13 17:08:00,2019-05-18 00:00:00,Spayed Female,positive,179,168
A711001,*Melania,2015-08-31 15:13:00,Johnny Morris Rd And Hwy 290 in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,2015-09-07 18:23:00,2015-07-01 00:00:00,Spayed Female,positive,68,61
A671871,*April,2014-01-31 15:16:00,2200 S. Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Black/Tan,2014-02-08 15:33:00,2009-01-31 00:00:00,Spayed Female,positive,1834,1826
A676723,*Ophelia,2014-04-14 14:24:00,15411 Ullman Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Torbie,2014-11-30 13:31:00,2010-04-14 00:00:00,Spayed Female,positive,1691,1461
A806599,Max,2019-10-13 10:27:00,2308 East Riverside Drive in Austin (TX),Public Assist,Normal,Dog,Intact Male,German Shepherd,Black/Tan,2019-10-14 15:05:00,2016-10-13 00:00:00,Intact Male,positive,1096,1095
A774466,*Mango,2018-06-15 18:48:00,Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2018-07-31 07:25:00,2018-05-05 00:00:00,Neutered Male,positive,87,41
A805204,,2019-09-24 08:34:00,2104 Cullen Ave in Austin (TX),Stray,Injured,Cat,Neutered Male,Domestic Shorthair,Cream Tabby/White,2019-09-24 17:29:00,2013-09-24 00:00:00,Neutered Male,positive,2191,2191
A669728,Mellow,2013-12-26 14:42:00,Austin (TX),Owner Surrender,Sick,Cat,Spayed Female,Domestic Longhair Mix,Black,2013-12-27 11:13:00,2000-12-26 00:00:00,Spayed Female,negative,4749,4748
A788048,*Marnie,2019-01-25 12:14:00,2517 Dovemeadow in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Cream,2019-04-20 13:36:00,2008-01-25 00:00:00,Spayed Female,positive,4103,4018
A785731,,2018-12-08 15:56:00,5706 Viewpoint Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black/White,2018-12-14 18:29:00,2018-08-08 00:00:00,Spayed Female,positive,128,122
A783561,,2018-11-01 16:25:00,12151 North Interstate 35 in Austin (TX),Stray,Injured,Other,Unknown,Ferret Mix,Black/White,2018-11-02 18:03:00,2017-11-01 00:00:00,Unknown,positive,366,365
A623762,Prince,2014-03-09 15:30:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Chihuahua Shorthair Mix,Tricolor,2014-03-29 11:19:00,2008-03-28 00:00:00,Neutered Male,positive,2192,2172
A664872,,2013-10-10 11:12:00,923 Bodark in Austin (TX),Stray,Sick,Cat,Neutered Male,Domestic Shorthair Mix,Black,2013-10-10 11:45:00,2010-10-10 00:00:00,Neutered Male,negative,1096,1096
A780754,Sweetie,2018-09-19 17:32:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,2018-09-22 12:05:00,2012-03-05 00:00:00,Spayed Female,positive,2392,2389
A690592,,2014-10-22 22:47:00,2308 Wickersham in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Gray/White,2014-10-23 12:32:00,2014-10-01 00:00:00,Intact Male,positive,22,21
A773568,Lily,2018-06-03 10:45:00,3229 Azalea in Austin (TX),Stray,Normal,Dog,Spayed Female,Labrador Retriever Mix,Tan,2018-06-03 13:11:00,2017-11-03 00:00:00,Spayed Female,positive,212,212
A687689,Buddha,2015-12-16 11:46:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,American Bulldog Mix,White/Brown,2015-12-06 15:05:00,2014-07-08 00:00:00,Neutered Male,positive,516,526
A680596,Dog,2014-06-05 18:29:00,Austin (TX),Public Assist,Normal,Dog,Intact Female,Labrador Retriever/Pit Bull,Brown/White,2014-06-14 11:32:00,2013-06-04 00:00:00,Intact Female,positive,375,366
A667897,Layla,2013-11-24 16:42:00,W 30Th/ West Ave in Austin (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever Mix,Black,2013-11-26 18:22:00,2013-03-25 00:00:00,Spayed Female,positive,246,244
A703583,*Aspen,2015-05-27 10:49:00,6403 Tiner Trl in Austin (TX),Stray,Normal,Cat,Intact Female,Siamese Mix,Lynx Point,2015-11-24 11:36:00,2015-04-27 00:00:00,Spayed Female,positive,211,30
A799415,Daisy,2019-07-08 18:24:00,1818 Travis Heights Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,Pointer/Great Dane,Black/White,2019-07-14 17:10:00,2019-01-08 00:00:00,Spayed Female,positive,187,181
A728244,,2016-06-01 13:35:00,9027 Northgate Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2016-07-09 19:06:00,2016-04-16 00:00:00,Neutered Male,positive,84,46
A810109,,2019-12-07 12:20:00,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,Labrador Retriever,Tan/White,2019-12-10 17:31:00,2019-09-25 00:00:00,Spayed Female,positive,76,73
A772785,,2018-05-23 12:19:00,Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,2018-08-18 13:13:00,2018-05-23 00:00:00,Spayed Female,positive,87,0
A811929,Rihanna,2020-01-12 13:06:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,Staffordshire Mix,Black/White,2020-01-16 11:59:00,2016-05-12 00:00:00,Spayed Female,positive,1344,1340
A730816,*Chartreuse,2016-07-11 09:17:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black/White,2016-07-23 16:20:00,2016-03-27 00:00:00,Spayed Female,positive,118,106
A713039,,2015-10-02 01:23:00,6405 Jennings Dr in Austin (TX),Stray,Injured,Bird,Unknown,Parrot,Green/Yellow,2015-10-06 14:36:00,2014-10-02 00:00:00,Unknown,positive,369,365
A687384,,2014-09-04 11:21:00,Quinton Dr & Fall Meadow Ln in Austin (TX),Stray,Normal,Dog,Intact Female,Papillon/Yorkshire Terrier,Tan/Cream,2014-09-08 17:30:00,2013-09-04 00:00:00,Spayed Female,positive,369,365
A801996,Bentley,2019-10-02 14:28:00,11805 Bastrop St in Manor (TX),Public Assist,Behavior,Dog,Neutered Male,Pointer/Pit Bull,White/Tan,2019-11-17 16:01:00,2018-02-12 00:00:00,Neutered Male,positive,643,597
A782393,,2018-10-14 14:49:00,1120 Spur Street in Austin (TX),Stray,Injured,Cat,Intact Female,Siamese Mix,Seal Point,2018-10-15 10:03:00,2018-09-07 00:00:00,Intact Female,negative,38,37
A774166,,2018-06-11 11:31:00,5001 Delta Post Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,White/Calico,2018-06-11 18:40:00,2018-05-11 00:00:00,Intact Female,positive,31,31
A780668,*Taquito,2018-09-18 16:25:00,1604 Fortview Road in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,2018-11-06 17:07:00,2018-07-25 00:00:00,Neutered Male,positive,104,55
A670943,Layla,2014-01-16 13:44:00,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby,2014-01-20 17:42:00,2012-01-16 00:00:00,Spayed Female,positive,735,731
A755933,Angel,2017-08-11 16:12:00,1628 Ohlen Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,Wire Hair Fox Terrier Mix,Tan/White,2017-08-12 17:55:00,2015-08-11 00:00:00,Neutered Male,positive,732,731
A700782,Puppy,2015-04-19 14:59:00,Dessau Rd & E Rundberg Ln in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,White,2015-04-26 14:12:00,2014-04-19 00:00:00,Neutered Male,positive,372,365
A726146,Angel,2016-05-07 08:24:00,Yager & Techridge/Copperfield in Austin (TX),Stray,Sick,Dog,Intact Male,German Shepherd Mix,Black,2016-05-08 16:54:00,2014-05-07 00:00:00,Neutered Male,positive,732,731
A729630,,2016-06-21 12:22:00,Redbud Ln And Travis Dr in Jonestown (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,2016-06-26 14:19:00,2016-05-14 00:00:00,Intact Male,negative,43,38
A772443,Diesel,2018-05-19 15:12:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Rhod Ridgeback Mix,Brown,2018-07-21 19:02:00,2013-05-19 00:00:00,Neutered Male,positive,1889,1826
A683733,,2014-07-14 16:12:00,1700 Burton Dr #401 in Austin (TX),Public Assist,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black/White,2014-07-25 16:48:00,2014-06-23 00:00:00,Intact Female,positive,32,21
A704130,Layla,2015-06-01 17:37:00,Austin (TX),Euthanasia Request,Sick,Dog,Spayed Female,Labrador Retriever Mix,Black,2015-06-01 18:42:00,2002-06-01 00:00:00,Spayed Female,negative,4748,4748
A751591,,2017-06-09 19:00:00,183 And Oak Knoll in Austin (TX),Stray,Normal,Dog,Intact Male,Dachshund Longhair Mix,Tricolor,2017-06-13 18:07:00,2015-06-09 00:00:00,Neutered Male,positive,735,731
A797835,,2019-06-18 12:23:00,Branchwood And Lakehurst in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby/White,2019-06-30 17:00:00,2019-04-03 00:00:00,Neutered Male,positive,88,76
A700123,*Lucy,2015-04-08 12:59:00,5338 Thunder Creek Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Brown Tabby/White,2015-05-09 11:21:00,2015-02-25 00:00:00,Spayed Female,positive,73,42
A754425,,2017-07-20 15:44:00,2001 Faro Dr in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Black,2017-07-20 16:09:00,2016-07-20 00:00:00,Unknown,negative,365,365
A713709,Shelby Lynn,2015-10-11 13:35:00,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,Greyhound/Labrador Retriever,Black,2016-01-09 17:23:00,2004-10-11 00:00:00,Spayed Female,positive,4107,4017
A714526,,2015-10-24 16:01:00,13300 William Harrison in Travis (TX),Stray,Normal,Dog,Intact Female,Labrador Retriever Mix,Black,2015-11-11 12:19:00,2015-04-24 00:00:00,Spayed Female,positive,201,183
A722194,,2016-03-12 13:09:00,2005 Bouldin in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Lynx Point,2016-05-12 15:15:00,2016-02-26 00:00:00,Spayed Female,positive,76,15
A732061,*Otto,2017-11-08 17:21:00,Austin (TX),Stray,Injured,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby/White,2016-08-07 09:00:00,2014-08-01 00:00:00,Neutered Male,positive,737,1195
A802476,,2019-08-18 15:26:00,7330 Bluff Springs Road in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Orange Tabby/White,2019-08-22 11:57:00,2018-08-18 00:00:00,Intact Male,positive,369,365
A763292,*Michael,2017-12-06 17:31:00,5200 E William Cannon Drive in Austin (TX),Stray,Normal,Dog,Intact Male,American Staffordshire Terrier Mix,Black/White,2018-01-13 18:21:00,2016-12-06 00:00:00,Neutered Male,positive,403,365
A782931,Mika,2018-10-23 12:29:00,13309 Slow Poke Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,2018-10-24 10:45:00,2017-10-23 00:00:00,Spayed Female,positive,366,365
A701021,Howie,2015-04-22 18:51:00,E Stassney Ln And Palo Blanco Ln in Austin (TX),Stray,Normal,Dog,Intact Male,Miniature Poodle Mix,White,2015-04-28 17:31:00,2012-04-22 00:00:00,Neutered Male,positive,1101,1095
A758273,Cowboy,2017-09-13 13:31:00,10 Love Grass in Sunset Valley (TX),Public Assist,Normal,Dog,Neutered Male,Labrador Retriever Mix,Tan/White,2017-09-24 13:06:00,2010-09-13 00:00:00,Neutered Male,positive,2568,2557
A688037,*Wrigley,2014-09-13 13:17:00,620/Vista Ridge in Travis (TX),Stray,Normal,Dog,Intact Male,Siberian Husky/Australian Cattle Dog,Brown/White,2014-09-20 11:29:00,2014-02-13 00:00:00,Neutered Male,positive,219,212
A665292,,2013-10-16 07:59:00,North Ec Research Blvd in Austin (TX),Stray,Nursing,Cat,Intact Male,Domestic Shorthair Mix,Cream,2013-10-16 11:52:00,2013-10-16 00:00:00,Intact Male,positive,0,0
A717930,Jarvis,2015-12-17 18:48:00,10404 Premier Park St in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Black,2015-12-27 17:07:00,2015-03-17 00:00:00,Neutered Male,positive,285,275
A736908,*Taylor,2016-10-19 11:04:00,Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Medium Hair Mix,Black,2016-12-03 12:46:00,2016-09-13 00:00:00,Neutered Male,positive,81,36
