Animal ID,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Breed_Intake,Color_Intake,Sex upon Outcome,binary_outcome,Age Outcome,Age Intake,percent,Duration of Stay (in days),monthIntake,monthOutcome
A793904,290 W And Circle Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,Labrador Retriever Mix,Black,Neutered Male,positive,3287,3287,0.1371742112482853,0,5,5
A755386,6409 Porter in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair Mix,Tan,Spayed Female,positive,741,731,0.1371742112482853,10,8,8
A715656,9815 Copper Creek Dr in Austin (TX),Stray,Normal,Other,Intact Male,Rabbit Sh Mix,White/Black,Intact Male,positive,184,184,0.1371742112482853,0,11,11
A713446,8900 Ih 35 #1127 in Austin (TX),Stray,Sick,Cat,Spayed Female,Domestic Shorthair Mix,Black,Spayed Female,positive,376,365,0.1371742112482853,11,10,10
A692323,4411 Meinardus Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Intact Male,positive,15,15,0.1371742112482853,0,11,11
A772557,Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Intact Male,positive,15,15,0.1371742112482853,0,5,5
A668265,10500 Avery Club Rd. #25 in Austin (TX),Wildlife,Sick,Other,Intact Male,Raccoon Mix,Black/Gray,Intact Male,negative,1096,1096,2.272727272727273,0,12,12
A703065,1405 E M Franklin Ave in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie/White,Spayed Female,positive,109,22,0.1371742112482853,87,5,8
A749928,Shoal Creek And West Anderson Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,German Shepherd Mix,Sable/White,Spayed Female,positive,2636,2557,0.1371742112482853,79,5,8
A685186,Hwy 290 And Johnny Morris Rd in Austin (TX),Stray,Normal,Dog,Intact Male,American Pit Bull Terrier Mix,Brown/White,Neutered Male,positive,397,365,0.1371742112482853,32,8,9
A794146,Hiway 290 And Interstate 35 in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Black/White,Intact Male,positive,103,101,0.1371742112482853,2,5,5
A716260,13817 Klaus Ln in Travis (TX),Stray,Normal,Dog,Intact Male,Dachshund Mix,Tan/White,Neutered Male,positive,158,153,0.1371742112482853,5,11,11
A775327,4700 E Riverside in Austin (TX),Wildlife,Sick,Other,Unknown,Raccoon Mix,Gray/Black,Unknown,negative,151,151,2.272727272727273,0,6,6
A689691,800 Gardner in Austin (TX),Stray,Injured,Dog,Spayed Female,Pit Bull Mix,Blue/White,Spayed Female,positive,964,730,0.1371742112482853,234,10,5
A760768,1421 Windcrest Dr in Travis (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,Unknown,negative,366,365,2.272727272727273,1,10,10
A666212,5310 Medford Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Neutered Male,positive,118,61,0.1371742112482853,57,10,12
A717498,Austin (TX),Public Assist,Nursing,Dog,Intact Male,Labrador Retriever Mix,Black,Intact Male,positive,3,3,1.7857142857142856,0,12,12
A682976,1606 E 3Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Tricolor,Intact Male,positive,374,365,0.1371742112482853,9,7,7
A766008,12904 Manor Gregg Road in Manor (TX),Stray,Normal,Dog,Intact Male,Border Collie/Great Pyrenees,White/Black,Neutered Male,positive,160,153,0.1371742112482853,7,1,2
A782900,4632 South Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,Snowshoe Mix,Lilac Point,Neutered Male,positive,1853,1826,0.1371742112482853,27,10,11
A679945,Northcross & W Anderson in Austin (TX),Stray,Normal,Dog,Spayed Female,Pit Bull/Pointer,Brown Brindle/White,Spayed Female,positive,3287,3287,0.1371742112482853,0,5,5
A810017,4707 Old Castle Road in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,White/Black,Neutered Male,positive,92,83,0.1371742112482853,9,12,12
A674520,8402 Bluff Springs Rd in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Intact Male,positive,15,15,0.1371742112482853,0,3,3
A808668,11718 Big Trail in Austin (TX),Stray,Normal,Dog,Intact Male,Miniature Schnauzer Mix,Black/Gray,Neutered Male,positive,744,730,0.1371742112482853,14,11,11
A672008,907 W Slaughter Ln in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Black/White,Neutered Male,positive,367,365,0.1371742112482853,2,2,2
A714242,2600 Gracy Farms Ln in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,Intact Female,positive,93,92,0.1371742112482853,1,10,10
A670582,Kramer And N Lamar in Austin (TX),Stray,Normal,Cat,Neutered Male,Snowshoe Mix,Seal Point,Neutered Male,positive,1835,1826,0.1371742112482853,9,1,1
A812886,707 Bedford Street in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Brown Tabby/White,Intact Female,positive,367,365,0.1371742112482853,2,1,2
A756605,555 North Ih 35 in Williamson (TX),Stray,Normal,Dog,Neutered Male,Boston Terrier,Black/White,Neutered Male,positive,2561,2557,0.1371742112482853,4,8,8
A686110,San Jose in Del Valle (TX),Stray,Nursing,Dog,Intact Female,Australian Kelpie Mix,Black/Brown,Intact Female,positive,26,22,0.1371742112482853,4,8,8
A683576,8078 Thaxton Rd in Austin (TX),Stray,Normal,Dog,Intact Female,Chihuahua Shorthair/Cairn Terrier,White,Intact Female,positive,1101,1096,0.1371742112482853,5,7,7
A766760,7902 Tisdale in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,Intact Male,positive,735,731,0.1371742112482853,4,2,2
A694911,515 E 39Th in Austin (TX),Stray,Sick,Cat,Spayed Female,Domestic Shorthair Mix,Black,Spayed Female,negative,730,730,0.1371742112482853,0,1,1
A773575,4509 Credo Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White,Neutered Male,positive,1292,1275,0.1371742112482853,17,11,12
A706517,901 W. Ben White in Austin (TX),Public Assist,Normal,Dog,Intact Male,Jack Russell Terrier Mix,White/Blue Merle,Neutered Male,positive,1097,1094,1.7857142857142856,3,6,7
A783169,5417 Salem Walk Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Black,Neutered Male,positive,2923,2918,0.1371742112482853,5,10,10
A676318,Travis (TX),Stray,Normal,Dog,Intact Male,German Shepherd/Australian Cattle Dog,Tricolor,Neutered Male,positive,64,18,0.1371742112482853,46,4,5
A792150,1501 Canon Yeomans Trail in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,positive,370,365,0.1371742112482853,5,4,4
A724285,Loyola Ln And Johnny Morris Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Australian Cattle Dog Mix,Tricolor,Neutered Male,positive,83,75,0.1371742112482853,8,4,4
A722325,1144 Airport Blvd in Austin (TX),Stray,Sick,Dog,Spayed Female,Labrador Retriever Mix,Black,Spayed Female,positive,290,278,0.1371742112482853,12,5,5
A695980,Tranquilo Trl And Bluff Springs in Austin (TX),Stray,Normal,Dog,Intact Male,Beagle/Cardigan Welsh Corgi,Yellow,Neutered Male,positive,369,365,0.1371742112482853,4,1,1
A683797,3603 Southridge Dr in Austin (TX),Stray,Nursing,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Intact Male,positive,22,22,0.1371742112482853,0,7,7
A724776,8705 Stillwood Ln in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black Tabby,Neutered Male,positive,372,366,0.1371742112482853,6,4,4
A799698,4800 South Fm 973 in Austin (TX),Stray,Normal,Dog,Intact Male,Great Pyrenees/Labrador Retriever,White,Intact Male,positive,1830,1826,0.1371742112482853,4,7,7
A731258,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Blue,Neutered Male,positive,4020,4018,0.6369426751592357,2,7,7
A732094,2101 Wickersham Ln in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,Spayed Female,positive,113,31,0.1371742112482853,82,8,10
A810620,2803 Loyola Lane in Austin (TX),Stray,Normal,Dog,Intact Male,Australian Cattle Dog,Tricolor,Neutered Male,positive,95,91,0.1371742112482853,4,12,12
A766696,11500 Prince Phillip Way in Manor (TX),Stray,Normal,Dog,Spayed Female,German Shepherd Mix,White,Spayed Female,positive,1488,1487,0.1371742112482853,1,3,3
A697672,Quail And Bird Creek in Austin (TX),Stray,Normal,Dog,Intact Female,Maltese/Miniature Poodle,White,Spayed Female,positive,1100,1096,0.1371742112482853,4,2,3
A737779,12407 N Mopac Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,Brown/White,Intact Female,positive,2563,2557,0.1371742112482853,6,11,11
A716830,4602 Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Blue/White,Intact Male,positive,305,301,0.1371742112482853,4,11,11
A719894,4600 Mueller Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,Unknown,negative,367,365,2.272727272727273,2,1,1
A805970,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair,Brown Tabby/White,Neutered Male,positive,104,80,0.6369426751592357,24,10,10
A664344,2101 Elmont in Austin (TX),Stray,Nursing,Cat,Intact Male,Domestic Shorthair Mix,White/Blue,Intact Male,positive,15,15,0.1371742112482853,0,10,10
A718854,9200 N Plaza in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Spayed Female,positive,257,245,0.1371742112482853,12,1,1
A719411,Ruby Ray St And Mckinney Falls Pkwy in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Chihuahua Shorthair,White/Blue,Intact Female,positive,736,730,0.6369426751592357,6,1,1
A709221,1819 Quanah Parker in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Longhair Mix,Black,Intact Female,negative,64,46,0.1371742112482853,18,8,8
A796306,1819 Rutland Drive in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black/White,Intact Male,positive,24,22,0.1371742112482853,2,5,6
A779129,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Spayed Female,positive,89,55,0.6369426751592357,34,8,9
A765343,Atlanta Street And Veterans Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,Neapolitan Mastiff Mix,Gray,Spayed Female,positive,1834,1826,0.1371742112482853,8,1,1
A765095,14013 Golden Flax in Travis (TX),Stray,Normal,Dog,Intact Male,Dachshund Mix,White/Brown,Intact Male,positive,3290,3287,0.1371742112482853,3,1,1
A806816,8003 Persimmon Trail in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Torbie,Intact Female,positive,96,92,0.1371742112482853,4,10,10
A751281,15208 Chamberlain Ct in Austin (TX),Stray,Nursing,Dog,Intact Male,Pit Bull Mix,Brown Brindle,Intact Male,positive,12,1,0.1371742112482853,11,6,6
A733090,12411 Lowden Ln in Travis (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby/White,Unknown,positive,15,15,0.1371742112482853,0,8,8
A739233,9926 Vikki Terrace in Travis (TX),Public Assist,Normal,Dog,Intact Male,Labrador Retriever Mix,Tan/Brown,Neutered Male,positive,134,123,1.7857142857142856,11,11,12
A697779,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Toy Poodle,Apricot,Intact Female,positive,3022,3020,0.6369426751592357,2,6,6
A694381,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Neutered Male,positive,94,91,0.6369426751592357,3,12,12
A785882,Riverside in Austin (TX),Stray,Normal,Dog,Intact Female,Cairn Terrier Mix,Black/Tan,Spayed Female,positive,247,244,0.1371742112482853,3,12,12
A710963,1406 W Braker Ln in Austin (TX),Stray,Injured,Dog,Intact Female,Chihuahua Shorthair Mix,Tan/White,Intact Female,negative,370,366,0.1371742112482853,4,8,9
A797438,403 West Applegate in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Black/White,Intact Male,positive,3,3,0.1371742112482853,0,6,6
A705172,12215 Hunters Chase Dr in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,Intact Male,positive,31,31,0.1371742112482853,0,6,6
A747712,Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black,Intact Female,positive,33,31,0.1371742112482853,2,4,4
A747421,Caswell Ave & Park Blvd in Austin (TX),Stray,Injured,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,Spayed Female,positive,3674,3647,0.1371742112482853,27,4,5
A693697,10528 Channel Island in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue,Intact Male,positive,731,730,0.1371742112482853,1,12,12
A752282,17212 Hamilton Point in Manor (TX),Stray,Normal,Cat,Intact Male,Siamese Mix,Lynx Point,Neutered Male,positive,57,46,0.1371742112482853,11,6,7
A738263,Austin (TX),Public Assist,Normal,Dog,Intact Male,Pit Bull Mix,Blue Merle/White,Neutered Male,positive,1471,1461,1.7857142857142856,10,11,11
A789411,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Pit Bull Mix,Brown/White,Spayed Female,positive,416,409,0.6369426751592357,7,4,4
A688863,Prado St & Ramos St in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Black/White,Neutered Male,positive,551,365,0.1371742112482853,186,9,3
A722419,2124 E St Elmo Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,Maltese Mix,White/Cream,Spayed Female,positive,2558,2554,0.1371742112482853,4,3,3
A757344,Outside Jurisdiction,Public Assist,Normal,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,Neutered Male,positive,409,365,1.7857142857142856,44,9,10
A699303,2113 W Wels Branch Pkwy #6000 in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,Unknown,negative,365,365,2.272727272727273,0,3,3
A667330,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,153,138,0.6369426751592357,15,11,12
A753647,10606 Jean Dr in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Medium Hair Mix,Blue/White,Spayed Female,positive,69,35,0.1371742112482853,34,7,8
A558444,Rutland And Metric in Austin (TX),Stray,Normal,Dog,Spayed Female,Pit Bull,Blue/White,Spayed Female,positive,3220,3217,0.1371742112482853,3,3,3
A735103,2237 East Riverside Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,207,92,0.1371742112482853,115,9,1
A753930,Marejada Drive in Austin (TX),Stray,Normal,Dog,Intact Male,Chihuahua Shorthair Mix,Red,Neutered Male,positive,1465,1461,0.1371742112482853,4,7,7
A765659,8863 Anderson Mill Road in Austin (TX),Stray,Normal,Dog,Neutered Male,Labrador Retriever Mix,Brown/White,Neutered Male,positive,1482,1482,0.1371742112482853,0,2,2
A773784,Running Deer in Travis (TX),Stray,Normal,Dog,Intact Male,Black/Tan Hound/German Shepherd,Black/Tan,Intact Male,positive,3492,3287,0.1371742112482853,205,6,12
A742975,Metro Center Dr And Metlink Rd in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull/Chinese Sharpei,Tricolor,Neutered Male,positive,744,731,0.1371742112482853,13,1,2
A793331,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,Anatol Shepherd Mix,Tricolor,Spayed Female,positive,124,121,0.6369426751592357,3,4,4
A771168,Northcross And Rundberg in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,Neutered Male,positive,83,30,0.1371742112482853,53,5,6
A736040,701 Wales Way in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Gray,Unknown,positive,62,61,0.1371742112482853,1,10,10
A693413,6219 Thurgood Ave in Austin (TX),Stray,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,Spayed Female,positive,1827,1826,0.1371742112482853,1,12,12
A702061,1400 S Congress Ave in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,Unknown,negative,365,365,2.272727272727273,0,5,5
A721872,Leander (TX),Owner Surrender,Normal,Dog,Intact Male,Australian Cattle Dog Mix,Brown/White,Neutered Male,positive,62,60,0.6369426751592357,2,3,3
A687801,Outside Jurisdiction,Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue/White,Intact Male,positive,22,22,0.1371742112482853,0,9,9
A674004,919 West 28Th And 1/2 in Austin (TX),Stray,Normal,Bird,Unknown,Duck Mix,Yellow,Unknown,positive,23,22,0.1371742112482853,1,3,3
A802088,401 Little Texas Lane in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair,Brown Tabby,Unknown,positive,22,22,0.1371742112482853,0,8,8
A796320,1302 Clearfield Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Black/White,Spayed Female,positive,139,61,0.1371742112482853,78,5,8
A744252,8926 N Lamar Blvd in Austin (TX),Stray,Injured,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby/White,Neutered Male,positive,745,731,0.1371742112482853,14,2,3
A665325,Teri Rd/S Pleasant Valley Dr in Austin (TX),Stray,Sick,Dog,Intact Female,Pit Bull Mix,Black/White,Intact Female,positive,92,92,0.1371742112482853,0,10,10
A793323,2824 Rio Grande Street in Austin (TX),Stray,Normal,Bird,Unknown,Parakeet Mix,Blue/White,Unknown,positive,369,365,0.1371742112482853,4,4,4
A674966,6001 Parmer Ln Unit 140 in Austin (TX),Wildlife,Normal,Other,Unknown,Bat,Brown,Unknown,negative,365,365,2.272727272727273,0,3,3
A665441,134 Edgerock Dr in Austin (TX),Stray,Normal,Dog,Intact Female,Rat Terrier Mix,Black/White,Spayed Female,positive,376,365,0.1371742112482853,11,10,10
A767537,Rundberg And Ken in Austin (TX),Stray,Normal,Dog,Intact Male,Pit Bull Mix,Tan/White,Intact Male,positive,90,90,0.1371742112482853,0,3,3
A715112,Austin (TX),Stray,Sick,Dog,Intact Male,Chihuahua Shorthair Mix,Chocolate/Tricolor,Intact Male,positive,76,76,0.1371742112482853,0,10,10
A725881,3012 Guerrero Dr in Del Valle (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/Black,Unknown,positive,15,15,0.1371742112482853,0,5,5
A687030,11301 Farrah Lane in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby,Intact Female,positive,22,22,0.1371742112482853,0,8,8
A702695,Creighton Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,German Shepherd Mix,Red/Black,Spayed Female,positive,787,767,0.1371742112482853,20,6,7
A734724,1156 W Cesar Chavez in Austin (TX),Stray,Sick,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Intact Female,positive,1827,1827,0.1371742112482853,0,9,9
A719457,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,Pit Bull Mix,White/Black,Neutered Male,positive,621,518,0.6369426751592357,103,1,5
A779674,107 E Brenham St in Manor (TX),Public Assist,Normal,Bird,Intact Male,Chicken,Red/Black,Intact Male,positive,391,365,1.7857142857142856,26,9,9
A673992,5101 E 51St St in Austin (TX),Stray,Normal,Dog,Intact Male,German Shepherd,Tan/Black,Neutered Male,positive,733,730,0.1371742112482853,3,3,3
A752924,900 Broken Feather in Pflugerville (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Black,Intact Male,positive,58,24,0.1371742112482853,34,6,8
A743792,1203 Larkwood Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,Cavalier Span,Tricolor,Neutered Male,positive,2557,2556,0.1371742112482853,1,2,2
A710078,701 Woodward St 1026 in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Black/White,Intact Female,positive,123,122,0.1371742112482853,1,8,8
A804054,1007 Glazier Circle in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Medium Hair,Orange Tabby/White,Neutered Male,positive,112,107,0.1371742112482853,5,9,9
A759974,1308 Thornberry Rd in Del Valle (TX),Stray,Normal,Dog,Intact Female,Cairn Terrier,Tan,Spayed Female,positive,824,731,0.1371742112482853,93,10,1
A721647,906 W Milton St in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,Intact Male,positive,157,152,0.1371742112482853,5,3,3
A780604,West 6Th Street And Lavaca  Street in Austin (TX),Stray,Normal,Dog,Intact Female,Beagle/Labrador Retriever,Tan/White,Intact Female,positive,408,365,0.1371742112482853,43,9,10
A755385,William Cannon Dr & Mckinney Falls Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever/Australian Cattle Dog,Brown/White,Neutered Male,positive,88,76,0.1371742112482853,12,8,8
A720150,Terry-O Ln And Industrial Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,Labrador Retriever Mix,Black,Neutered Male,positive,377,365,0.1371742112482853,12,2,2
A756455,1200 Montopolis Drive in Austin (TX),Stray,Normal,Dog,Intact Female,Pit Bull Mix,White/Tan,Spayed Female,positive,374,365,0.1371742112482853,9,8,8
A780728,902 B Sirocco Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue/White,Intact Female,positive,373,365,0.1371742112482853,8,9,9
A732808,6201 Sneed Cv in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,White,Unknown,positive,11,11,0.1371742112482853,0,8,8
A749245,1016 S Meadows Dr in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Black,Unknown,positive,5,5,0.1371742112482853,0,5,5
A691671,2613 S 1St St in Austin (TX),Stray,Normal,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,Unknown,positive,734,730,0.1371742112482853,4,11,11
A747084,4708 Whirlaway in Travis (TX),Owner Surrender,Injured,Dog,Intact Male,Pit Bull Mix,Black/White,Neutered Male,positive,2314,2240,0.6369426751592357,74,6,8
A743672,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,Domestic Shorthair Mix,Blue,Spayed Female,positive,1691,1682,0.6369426751592357,9,9,10
A804705,6413 Garden View Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Calico,Intact Female,positive,189,184,0.1371742112482853,5,9,9
A692480,13809 N Hwy 183 in Austin (TX),Wildlife,Normal,Other,Unknown,Bat Mix,Brown,Unknown,negative,730,730,2.272727272727273,0,11,11
A710187,7304 Bar K Ranch Rd in Lago Vista (TX),Stray,Normal,Dog,Intact Female,Staffordshire Mix,Brown Brindle/White,Spayed Female,positive,388,365,0.1371742112482853,23,8,9
A798868,7204 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,Toy Poodle Mix,White,Neutered Male,positive,735,730,0.1371742112482853,5,7,7
A710321,3600 Presidential Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby/White,Spayed Female,positive,90,31,0.1371742112482853,59,8,10
A770102,Anderson Mill Road And West Parmer Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,Labrador Retriever Mix,Cream/White,Neutered Male,positive,1829,1818,0.1371742112482853,11,4,4
A694174,1411 Gracy Farms Lane in Austin (TX),Stray,Injured,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,positive,3686,3652,0.1371742112482853,34,12,1
A696517,616 Kemp St in Austin (TX),Stray,Normal,Cat,Intact Male,Siamese Mix,Lynx Point,Intact Male,negative,730,730,0.1371742112482853,0,2,2
A749768,6403 Tiner in Austin (TX),Stray,Normal,Cat,Intact Male,Siamese Mix,Orange Tabby,Intact Male,positive,22,22,0.1371742112482853,0,5,5
A780723,902 B Sirocco Drive in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Blue,Intact Female,positive,70,62,0.1371742112482853,8,9,9
A766664,7601 Dixie in Austin (TX),Stray,Normal,Dog,Intact Female,Anatol Shepherd,Cream/Black,Spayed Female,positive,312,306,0.1371742112482853,6,2,2
A679046,9301 Johnny Morris in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,Intact Female,positive,4,4,0.1371742112482853,0,5,5
A698847,2443 East State Highway 71 Service Road in Del Valle (TX),Stray,Normal,Dog,Intact Female,Boxer Mix,Red/White,Spayed Female,positive,64,59,0.1371742112482853,5,3,3
A683408,1006 E 7Th in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Tortie,Intact Female,positive,546,546,0.1371742112482853,0,7,7
A746356,8719 S View Road Austin in Travis (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,Intact Female,positive,366,365,0.1371742112482853,1,4,4
A710495,Turnstone in Austin (TX),Stray,Injured,Dog,Intact Male,Chihuahua Shorthair,White/Brown,Intact Male,positive,2208,2191,0.1371742112482853,17,8,9
A783118,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,Catahoula Mix,Black/White,Spayed Female,positive,326,325,0.6369426751592357,1,10,10
A732645,12804 Ranft Cv in Del Valle (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Calico,Spayed Female,positive,67,61,0.1371742112482853,6,8,8
A806912,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,Domestic Shorthair,Orange Tabby/White,Neutered Male,positive,2210,2191,0.6369426751592357,19,10,11
A768414,Cutback Dr And Blake Manor Road in Austin (TX),Stray,Normal,Dog,Intact Male,Lhasa Apso/Miniature Poodle,Chocolate/Tan,Intact Male,positive,1099,1096,0.1371742112482853,3,3,3
A768879,3400 Harmon Ave 354 in Austin (TX),Public Assist,Normal,Dog,Intact Male,Cairn Terrier Mix,Buff/Cream,Neutered Male,positive,908,895,1.7857142857142856,13,9,9
A774608,14417 S Turnersville Rd in Travis (TX),Stray,Normal,Dog,Intact Male,Australian Cattle Dog Mix,Black/Gray,Neutered Male,positive,370,365,0.1371742112482853,5,6,6
A795422,4909 Tucker Hill in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair,Black,Intact Male,positive,2,2,0.1371742112482853,0,5,5
A709146,13915 N Mopac Expy in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,70,31,0.1371742112482853,39,8,9
A695460,Walker / 7Th in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,Neutered Male,positive,126,122,0.1371742112482853,4,1,1
A664515,14100 Thermal Dr in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,Manx Mix,Calico,Intact Female,positive,116,107,0.6369426751592357,9,10,10
A807603,933 East 53Rd Street in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair,Tortie/White,Intact Female,positive,30,30,0.1371742112482853,0,10,10
A792294,7610 Cameron Road in Austin (TX),Stray,Normal,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,Neutered Male,positive,60,22,0.1371742112482853,38,4,5
A713402,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,Intact Female,negative,34,30,0.1371742112482853,4,10,10
A778178,8615 Pleasant Lane in Austin (TX),Public Assist,Normal,Dog,Intact Male,Pit Bull Mix,Black/White,Intact Male,positive,235,201,1.7857142857142856,34,8,9
A793758,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,Pit Bull Mix,Blue/White,Neutered Male,positive,153,149,0.6369426751592357,4,4,5
